47,33,40,1151.28,0
84,46,48,3053.20,0
56,67,20,917.76,0
27,90,4,262.20,0
48,93,8,732.93,0
48,38,20,901.29,0
33,40,25,1465.19,0
38,17,50,697.47,0
66,39,3,33.55,0
25,93,46,4214.35,0
81,90,10,655.50,0
67,3,44,512.57,0
84,53,7,49.82,0
86,45,14,305.73,0
78,70,20,129.73,0
44,35,28,1950.74,0
70,52,26,574.13,0
41,59,26,2362.13,0
99,26,24,2331.79,0
13,61,29,648.35,0
13,78,36,3039.72,0
17,78,35,2955.28,0
84,32,10,987.68,0
100,35,24,1672.06,0
86,65,20,99.70,0
10,83,18,407.87,0
26,78,26,2195.35,0
38,2,22,372.09,0
1,20,38,104.62,0
25,76,36,2623.82,0
29,51,18,321.55,0
32,4,2,169.79,0
37,93,25,2290.41,0
99,45,22,480.43,0
88,42,47,3633.50,0
33,41,38,1753.25,0
56,42,12,927.70,0
88,59,16,1453.62,0
72,20,7,19.27,0
53,90,13,852.15,0
21,55,43,4213.81,0
50,49,23,620.29,0
83,63,24,493.72,0
43,75,23,1312.55,0
79,20,36,99.11,0
70,47,24,208.63,0
55,82,13,1240.83,0
7,20,11,30.28,0
59,89,20,891.23,0
27,2,41,693.44,0
34,31,22,1350.78,0
81,92,30,1945.93,0
89,51,12,214.37,0
65,67,4,183.55,0
3,15,1,67.99,0
11,50,12,75.44,0
93,9,39,646.82,0
52,86,1,31.66,0
6,21,46,3446.06,0
38,65,2,9.97,0
2,92,34,2205.39,0
94,76,6,437.30,0
45,10,2,160.04,0
39,15,29,1971.62,0
10,7,18,384.78,0
14,49,9,242.72,0
73,14,45,4296.03,0
100,51,30,535.92,0
69,5,37,2738.05,0
17,23,25,982.36,0
10,95,50,3309.36,0
83,58,9,473.18,0
73,51,47,839.60,0
14,75,46,2625.10,0
42,86,43,1361.54,0
30,75,31,1769.09,0
90,88,49,3050.46,0
58,47,24,208.63,0
74,74,45,629.39,0
87,4,21,1782.77,0
12,48,37,2043.60,0
88,23,39,1532.49,0
20,26,9,874.42,0
78,4,33,2801.50,0
41,69,39,3103.01,0
28,37,30,2016.53,0
58,25,9,317.54,0
24,39,29,324.33,0
90,84,14,1326.83,0
31,64,43,867.30,0
88,100,39,1459.32,0
86,32,22,2172.91,0
11,3,16,186.39,0
10,88,34,2116.65,0
7,24,10,130.33,0
60,41,43,1983.94,0
39,92,13,843.24,0
72,9,23,381.46,0
39,77,45,3893.26,0
26,25,21,740.92,0
99,6,15,1346.88,0
27,62,40,2764.57,0
60,54,19,951.14,0
29,66,10,956.08,0
62,65,39,194.41,0
65,78,6,506.62,0
90,59,3,272.55,0
53,61,18,402.42,0
51,44,36,3077.58,0
56,58,12,630.91,0
60,39,18,201.31,0
13,21,49,3670.80,0
37,13,45,985.96,0
38,34,48,832.31,0
35,20,48,132.15,0
47,29,14,502.19,0
81,70,33,214.05,0
66,49,28,755.14,0
37,78,5,422.18,0
20,78,50,4221.84,0
8,51,48,857.46,0
49,80,2,54.87,0
37,58,3,157.73,0
60,49,1,26.97,0
13,51,40,714.55,0
89,34,20,346.80,0
1,67,31,1422.53,0
53,55,11,1077.95,0
84,35,6,418.02,0
69,92,21,1362.15,0
8,30,1,48.51,0
5,68,3,103.57,0
31,32,31,3061.82,0
91,67,45,2064.96,0
77,52,18,397.47,0
89,36,45,819.44,0
31,8,26,1079.03,0
40,86,48,1519.86,0
29,62,23,1589.63,0
20,93,19,1740.71,0
60,92,40,2594.58,0
9,1,13,782.31,0
62,61,4,89.43,0
62,49,36,970.89,0
45,58,16,841.21,0
14,25,23,811.48,0
53,99,16,565.87,0
65,51,29,518.05,0
41,54,3,150.18,0
51,78,33,2786.41,0
96,70,48,311.34,0
89,92,19,1232.42,0
93,84,25,2369.33,0
14,64,9,181.53,0
48,7,41,876.45,0
77,15,40,2719.47,0
62,54,47,2352.82,0
46,42,2,154.62,0
91,10,33,2640.60,0
46,50,31,194.90,0
48,21,6,449.49,0
72,62,37,2557.23,0
18,11,28,1445.24,0
61,88,32,1992.14,0
50,35,41,2856.44,0
76,33,23,661.98,0
66,16,16,153.49,0
40,35,4,278.68,0
98,36,2,36.42,0
14,53,46,327.38,0
92,92,1,64.86,0
49,94,6,187.14,0
73,76,47,3425.54,0
94,88,46,2863.70,0
93,72,47,3463.04,0
45,55,36,3527.84,0
51,4,7,594.26,0
35,40,29,1699.62,0
100,53,50,355.85,0
17,41,21,968.90,0
42,78,38,3208.59,0
41,98,26,544.70,0
50,65,33,164.50,0
30,86,24,759.93,0
3,36,18,327.78,0
13,18,42,3607.24,0
66,82,9,859.04,0
82,11,29,1496.85,0
23,52,24,529.97,0
22,44,8,683.91,0
78,30,35,1697.93,0
65,72,25,1842.04,0
41,32,31,3061.82,0
38,42,42,3246.96,0
43,86,40,1266.55,0
29,44,11,940.37,0
65,82,2,190.90,0
53,34,30,520.19,0
71,11,44,2271.08,0
72,62,31,2142.54,0
70,17,44,613.77,0
33,23,17,668.01,0
45,83,40,906.38,0
95,25,29,1023.17,0
54,30,10,485.12,0
24,50,38,238.91,0
80,84,33,3127.52,0
3,96,8,193.68,0
32,90,14,917.70,0
96,70,43,278.91,0
93,15,36,2447.52,0
34,48,1,55.23,0
6,27,29,2213.58,0
78,2,31,524.31,0
1,41,50,2306.90,0
24,11,17,877.46,0
76,69,7,556.95,0
56,29,9,322.84,0
78,27,10,763.30,0
27,45,8,174.70,0
80,59,32,2907.24,0
45,26,3,291.47,0
33,52,18,397.47,0
88,94,31,966.91,0
77,63,4,82.29,0
27,36,10,182.10,0
14,65,12,59.82,0
93,67,36,1651.97,0
18,7,22,470.29,0
91,35,7,487.69,0
6,65,32,159.52,0
10,43,27,124.85,0
35,32,1,98.77,0
72,23,12,471.53,0
27,29,1,35.87,0
42,39,43,480.90,0
65,65,41,204.38,0
46,9,40,663.41,0
88,50,37,232.62,0
23,98,16,335.20,0
95,65,38,189.43,0
43,7,19,406.16,0
5,10,2,160.04,0
79,60,31,2643.31,0
51,96,48,1162.10,0
67,34,43,745.61,0
8,48,45,2485.47,0
19,80,21,576.10,0
76,19,9,124.58,0
75,64,46,927.81,0
3,27,39,2976.88,0
80,37,28,1882.10,0
99,30,3,145.54,0
49,95,17,1125.18,0
45,56,12,201.78,0
99,63,6,123.43,0
24,5,17,1258.02,0
76,76,41,2988.24,0
57,74,44,615.40,0
58,77,30,2595.51,0
28,95,17,1125.18,0
48,75,31,1769.09,0
2,5,21,1554.03,0
93,100,12,449.02,0
46,23,19,746.60,0
37,29,7,251.10,0
52,66,45,4302.36,0
49,94,43,1341.19,0
60,58,29,1524.69,0
57,96,17,411.58,0
28,10,35,2800.63,0
68,4,26,2207.24,0
53,1,24,1444.27,0
84,78,17,1435.42,0
63,42,45,3478.89,0
90,24,10,130.33,0
13,43,15,69.36,0
80,64,28,564.75,0
59,57,44,2199.61,0
11,1,6,361.07,0
37,81,1,99.50,0
100,87,33,2443.29,0
87,82,12,1145.38,0
20,73,40,328.24,0
29,47,46,399.88,0
100,67,41,1881.41,0
56,82,38,3627.04,0
59,10,14,1120.25,0
100,78,9,759.93,0
11,77,13,1124.72,0
52,3,34,396.08,0
5,92,19,1232.42,0
77,92,20,1297.29,0
36,15,22,1495.71,0
5,63,35,720.01,0
22,23,27,1060.95,0
30,92,26,1686.47,0
60,67,12,550.66,0
72,29,41,1470.71,0
3,77,39,3374.16,0
16,20,10,27.53,0
60,87,32,2369.25,0
72,62,8,552.91,0
67,66,43,4111.14,0
91,62,48,3317.49,0
37,30,7,339.59,0
3,91,20,1604.50,0
19,47,41,356.42,0
65,81,9,895.53,0
73,75,27,1540.82,0
9,32,20,1975.37,0
82,5,8,592.01,0
78,18,4,343.55,0
10,70,1,6.49,0
67,56,40,672.58,0
61,37,21,1411.57,0
5,61,29,648.35,0
25,25,46,1622.96,0
73,79,29,1856.65,0
22,69,15,1193.46,0
1,94,15,467.86,0
57,26,33,3206.21,0
79,58,26,1366.97,0
45,59,43,3906.60,0
93,76,24,1749.21,0
98,57,31,1549.73,0
35,27,25,1908.26,0
83,73,32,262.60,0
88,83,31,702.44,0
2,44,8,683.91,0
70,70,34,220.54,0
80,85,41,2089.07,0
16,94,41,1278.81,0
49,95,18,1191.37,0
17,22,31,1656.60,0
51,32,17,1679.06,0
46,73,38,311.83,0
38,43,14,64.74,0
6,72,43,3168.31,0
51,97,39,3155.28,0
3,57,34,1699.70,0
46,6,5,448.96,0
4,81,38,3781.12,0
56,77,40,3460.67,0
78,79,28,1792.63,0
94,53,13,92.52,0
20,31,29,1780.58,0
10,79,26,1664.58,0
20,93,3,274.85,0
69,13,24,525.84,0
33,35,26,1811.40,0
15,41,20,922.76,0
97,79,50,3201.12,0
18,29,3,107.61,0
17,80,20,548.67,0
94,75,15,856.01,0
99,61,12,268.28,0
35,54,33,1651.98,0
58,44,22,1880.74,0
46,99,31,1096.36,0
2,54,25,1251.50,0
16,87,10,740.39,0
45,99,11,389.03,0
22,40,4,234.43,0
35,29,15,538.06,0
41,88,37,2303.41,0
30,41,46,2122.35,0
35,37,20,1344.35,0
7,80,24,658.40,0
86,31,43,2640.17,0
18,21,43,3221.31,0
100,55,25,2449.89,0
2,22,15,801.58,0
79,67,18,825.99,0
3,56,30,504.44,0
61,33,9,259.04,0
95,62,24,1658.74,0
2,1,20,1203.56,0
95,85,2,101.91,0
2,98,14,293.30,0
64,69,15,1193.46,0
97,27,33,2518.90,0
65,34,29,502.86,0
82,15,42,2855.44,0
43,73,46,377.48,0
30,50,40,251.48,0
